name1,CONFIGURATIONS,DISPERISION,ELECTRO,EXCHANGE,INDUCTION,TOTAL
KUFNOR.RFD.,KUFNOR.RFD.cif_461,-14.30050425,-57.55104606,48.6964292,-20.064773,-43.21989411
KUGLAC.RFD.,KUGLAC.RFD.cif_658,-11.31461999,-53.16167599,40.26590348,-13.76233897,-37.97273147
KUKROZ.RFD.,KUKROZ.RFD.cif_122,-12.0564164,-49.26447682,34.63623349,-12.81313412,-39.49779385
KUMRER.RFD.,KUMRER.RFD.cif_312,-12.40618459,-45.63565351,37.8255604,-12.51188887,-32.72816657
KUQZOO.RFD.,KUQZOO.RFD.cif_236,-57.76669906,-77.08391637,103.6516865,-33.9291079,-65.12803683
KUQZUU.RFD.,KUQZUU.RFD.cif_762,-53.80523179,-111.7282683,152.6548929,-64.1235091,-77.00211627
KURDAD.RFD.,KURDAD.RFD.cif_311,-8.3724371,-42.56059983,34.48759888,-10.19847167,-26.64390972
KUWHAO.RFD.,KUWHAO.RFD.cif_269,-10.37780731,-51.02144885,42.80883995,-12.57656002,-31.16697623
KUWMIA.RFD.,KUWMIA.RFD.cif_1486,-6.35951589,-19.6474845,10.10881273,-2.949013,-18.84720066
LAFGIL.RFD.,LAFGIL.RFD.cif_555,-6.46932973,-40.7019715,24.09084675,-8.18608138,-31.26653586
LAHNOB.RFD.,LAHNOB.RFD.cif_857,-9.03338988,-42.90446356,37.33487344,-10.98814086,-25.59112086
LAKXUS.RFD.,LAKXUS.RFD.cif_352,-72.33742348,-31.52881226,56.44599255,-5.88808346,-53.30832665
LARWIN.RFD.,LARWIN.RFD.cif_536,-9.00190424,-50.20172593,46.94707619,-12.22001122,-24.4765652
LATGEU.RFD.,LATGEU.RFD.cif_560,-16.90219202,-41.58686769,24.50952288,-9.11517608,-43.09471291
LATGIY.RFD.,LATGIY.RFD.cif_536,-15.98238495,-37.01513666,22.46456029,-8.0378824,-38.57084372
LATGOE.RFD.,LATGOE.RFD.cif_842,-60.83742507,-26.62722483,47.97798521,-5.25419347,-44.74085816
LATGUK.RFD.,LATGUK.RFD.cif_432,-51.54736003,-22.08640627,42.0545614,-5.3962709,-36.9754758
LATHAR.RFD.,LATHAR.RFD.cif_384,-22.92479515,-78.43449701,75.41982292,-22.27430259,-48.21377183
LATHEV.RFD.,LATHEV.RFD.cif_731,-15.85462488,-44.64348696,24.721822,-10.1641195,-45.94040934
LATHIZ.RFD.,LATHIZ.RFD.cif_422,-26.25887786,-103.6034343,112.7909837,-46.21129967,-63.28262817
LATKUN.RFD.,LATKUN.RFD.cif_197,-25.37293089,-116.1967459,137.2960362,-60.21890607,-64.49254666
LATKUO.RFD.,LATKUO.RFD.cif_443,-23.78416279,-100.3723248,121.7456293,-42.42809097,-44.83894925
LATLEY.RFD.,LATLEY.RFD.cif_386,-23.26704521,-109.1065925,121.1377155,-45.62765174,-56.86357401
LATLEZ.RFD.,LATLEZ.RFD.cif_442,-15.34937756,-57.87322168,57.39610268,-12.1588698,-27.98536636
LATLIC.RFD.,LATLIC.RFD.cif_580,-24.66427728,-108.9668728,126.4374597,-50.40559628,-57.59928665
LAYVOZ.RFD.,LAYVOZ.RFD.cif_501,-17.08337228,-42.67545445,43.09978719,-9.98045417,-26.63949371
LAZPIO.RFD.,LAZPIO.RFD.cif_511,-56.66622364,-20.75483098,43.84294832,-6.85738881,-40.43549511
LEGLEQ.RFD.,LEGLEQ.RFD.cif_641,-10.29228223,-46.92752318,42.62188621,-10.26296862,-24.86088782
LEGZII.RFD.,LEGZII.RFD.cif_536,-9.91546237,-55.44788958,64.44449924,-18.90485965,-19.82371236
LEJYOP.RFD.,LEJYOP.RFD.cif_3537,-12.15228343,-28.27547589,20.92976016,-4.71095585,-24.20895501
LEMPAV.RFD.,LEMPAV.RFD.cif_361,-18.28762131,-24.04607786,14.22203334,-5.51179465,-33.62346048
LETBIX.RFD.,LETBIX.RFD.cif_551,-85.4602767,-38.16548036,63.3684979,-11.59733302,-71.85459218
LETJUT.RFD.,LETJUT.RFD.cif_486,-36.42403342,-154.4624987,186.7910204,-63.26686141,-67.36237312
LEWSUD.RFD.,LEWSUD.RFD.cif_796,-64.59199762,-45.41976871,58.09594206,-8.53597642,-60.45180069
LEWTAK.RFD.,LEWTAK.RFD.cif_476,-21.71855022,-59.20190732,49.96566913,-14.31043838,-45.26522679
LEXGAA.RFD.,LEXGAA.RFD.cif_311,-117.8918668,-64.87308016,106.8430728,-23.14308578,-99.06495997
LEZQUE.RFD.,LEZQUE.RFD.cif_475,-12.09145782,-27.2182133,17.57884202,-5.98032248,-27.71115158
LICKAN.RFD.,LICKAN.RFD.cif_274,-24.56683784,-75.53712875,60.42260742,-22.84440443,-62.5257636
LIGQID.RFD.,LIGQID.RFD.cif_303,-23.16855751,-42.64820839,36.24047823,-8.96170578,-38.53799345
LIGYOR.RFD.,LIGYOR.RFD.cif_526,-31.15303117,-22.89378138,23.9865574,-6.73993769,-36.80019284
LIKKUN.RFD.,LIKKUN.RFD.cif_387,-13.13288112,-77.69026984,87.8120448,-31.81795856,-34.82906472
LIKYAH.RFD.,LIKYAH.RFD.cif_1081,-14.45917566,-77.90161438,97.42439083,-31.79634073,-26.73273994
LIKYOV.RFD.,LIKYOV.RFD.cif_263,-12.74683909,-67.85880329,70.9930166,-23.06031382,-32.6729396
LILLEB.RFD.,LILLEB.RFD.cif_289,-63.44110864,-22.84569345,39.37953585,-4.44806913,-51.35533537
LINBIW.RFD.,LINBIW.RFD.cif_1026,-27.61155409,-19.56153152,25.98140098,-3.96765779,-25.15934242
LIPWEM.RFD.,LIPWEM.RFD.cif_452,-4.09595267,-16.63575844,12.33775147,-2.10244352,-10.49640316
LIPYER.RFD.,LIPYER.RFD.cif_632,-14.09360774,-65.49234143,53.89332734,-14.78046951,-40.47309134
LIVWIA.RFD.,LIVWIA.RFD.cif_217,-22.79963323,-100.0500809,101.6539868,-33.61983139,-54.81555877
LIVWOG.RFD.,LIVWOG.RFD.cif_711,-15.92097251,-69.09019209,52.73759275,-20.35315321,-52.62672506
LIVWUM.RFD.,LIVWUM.RFD.cif_482,-7.14902718,-39.42066941,26.47659929,-7.46353006,-27.55662736
LIXSEU.RFD.,LIXSEU.RFD.cif_557,-23.29018046,-83.67031784,109.4291389,-46.57293813,-44.10429749
LIYSIV.RFD.,LIYSIV.RFD.cif_300,-73.30695508,-53.10085135,79.65656238,-16.17943648,-62.93068053
LOBSOM.RFD.,LOBSOM.RFD.cif_796,-13.21116609,-44.80065063,28.5301682,-12.36750615,-41.84915467
LOCKEU.RFD.,LOCKEU.RFD.cif_1375,-19.71538591,-45.33701961,50.02805979,-3.88985494,-18.91420067
LODHOD.RFD.,LODHOD.RFD.cif_621,-24.36148547,-100.2925825,114.2328907,-45.72023686,-56.14141416
LOKJIH.RFD.,LOKJIH.RFD.cif_512,-24.28166512,-33.12784638,25.84461897,-7.13546842,-38.70036095
LOMLUX.RFD.,LOMLUX.RFD.cif_681,-7.82897284,-36.42601348,26.98947812,-8.27576915,-25.54127735
LOWQUL.RFD.,LOWQUL.RFD.cif_116,-124.2007032,-62.56319337,96.28989322,-23.16677921,-113.6407825
LOXBAD.RFD.,LOXBAD.RFD.cif_649,-8.57592056,-39.43407331,29.67244568,-8.11288468,-26.45043287
LOXYOP02.RFD.,LOXYOP02.RFD.cif_541,-86.3696677,-42.95311261,78.65177553,-16.65492832,-67.3259331
LUCLAZ.RFD.,LUCLAZ.RFD.cif_451,-13.45367816,-58.41566578,60.53976371,-18.99573924,-30.32531947
LUDGEX.RFD.,LUDGEX.RFD.cif_541,-11.64664143,-48.99322102,43.29665411,-11.39135311,-28.73456145
LUKXUL.RFD.,LUKXUL.RFD.cif_606,-26.64236612,-123.157969,109.5834203,-48.35187445,-88.56878932
LUMSUH.RFD.,LUMSUH.RFD.cif_238,-12.35706299,-12.30719327,11.19875385,-2.8614537,-16.32695611
LURGUC.RFD.,LURGUC.RFD.cif_158,-119.8691745,-56.2182093,95.88403849,-23.38650588,-103.5898512
LURKIU.RFD.,LURKIU.RFD.cif_265,-18.3568589,-57.86624863,44.89129097,-13.41016896,-44.74198552
LUTRID.RFD.,LUTRID.RFD.cif_327,-149.6738707,-72.51324738,123.0635976,-29.57011643,-128.693637
LUVNOG.RFD.,LUVNOG.RFD.cif_407,-18.14843574,-60.67792547,59.22887325,-17.34100928,-36.93849724
LUVNUM.RFD.,LUVNUM.RFD.cif_496,-12.95659589,-62.78131907,59.65957138,-18.13220523,-34.21054881
LUZXOU.RFD.,LUZXOU.RFD.cif_454,-7.66212044,-14.48893205,8.09343563,-2.50074308,-16.55835994
MABZAU.RFD.,MABZAU.RFD.cif_637,-15.29333192,-6.11106703,9.74966928,-2.60749804,-14.26222771
MALHYZ11.RFD.,MALHYZ11.RFD.cif_397,-7.28860552,-33.2459658,23.75059034,-5.86395168,-22.64793266
MALVIH01.RFD.,MALVIH01.RFD.cif_1961,-11.53458244,-54.92467931,50.70450037,-14.20482307,-29.95958445
MALWIG.RFD.,MALWIG.RFD.cif_552,-18.70484951,-66.04021967,71.48176303,-30.56509601,-43.82840216
MANLEV.RFD.,MANLEV.RFD.cif_456,-37.30649367,-49.05635429,40.59370904,-10.76357432,-56.53271324
MAPARY.RFD.,MAPARY.RFD.cif_465,-4.74911441,-18.36162842,11.0410911,-1.98345332,-14.05310505
MAPNIC.RFD.,MAPNIC.RFD.cif_916,-13.79979223,-50.07692946,55.87845338,-15.86979516,-23.86806347
MARBEM.RFD.,MARBEM.RFD.cif_581,-1.69903597,-1.20771989,0.51412173,-0.36810378,-2.76073791
MATCOZ.RFD.,MATCOZ.RFD.cif_586,-11.66470009,-39.58267894,31.79418337,-6.54196134,-25.995157
MAVGEY.RFD.,MAVGEY.RFD.cif_363,-29.89178483,-127.9542421,135.9985414,-35.20603439,-57.05351988
MAXZER.RFD.,MAXZER.RFD.cif_477,-8.76596635,-30.09001959,24.53016482,-8.91343693,-23.23925805
MEBDIJ.RFD.,MEBDIJ.RFD.cif_577,-20.50785007,-42.90906234,42.46725988,-12.31538417,-33.2650367
MEBQIU.RFD.,MEBQIU.RFD.cif_601,-10.56318567,-47.75966674,34.7499652,-11.93153888,-35.50442609
MEBQOA.RFD.,MEBQOA.RFD.cif_806,-10.23925663,-37.23820671,34.06074602,-10.28214644,-23.69886376
MEBRIV.RFD.,MEBRIV.RFD.cif_461,-19.06805551,-67.18852846,64.36722579,-19.69570147,-41.58505965
MEBWAV.RFD.,MEBWAV.RFD.cif_476,-17.14855236,-64.45920832,60.50757812,-17.75367328,-38.85385584
MECTUL.RFD.,MECTUL.RFD.cif_255,-20.94470613,-78.97257848,70.45725301,-21.52776564,-50.98779724
MECVEX.RFD.,MECVEX.RFD.cif_398,-24.35973709,-34.54394929,42.34699355,-12.26903055,-28.82572338
MECVIB.RFD.,MECVIB.RFD.cif_837,-22.82086136,-83.10422063,74.957938,-27.58510901,-58.552253
MECWOI.RFD.,MECWOI.RFD.cif_591,-31.6658384,-156.3062316,113.3057886,-45.29026873,-119.9565501
MECXID.RFD.,MECXID.RFD.cif_223,-29.26292183,-144.085257,99.5959214,-41.25592643,-115.0081838
MECYTS.RFD.,MECYTS.RFD.cif_682,-8.30424093,-44.84401773,36.88222644,-9.2874624,-25.55349462
MEKPAW.RFD.,MEKPAW.RFD.cif_694,-17.32162264,-63.76763481,55.73632976,-12.32415246,-37.67708015
MEKQUS.RFD.,MEKQUS.RFD.cif_267,-9.5558761,-22.90659613,7.70881431,-4.22231997,-28.97597789
MEKYEK.RFD.,MEKYEK.RFD.cif_236,-23.67132805,-100.4878901,88.65195326,-37.20419392,-72.71145882
MEWTAL.RFD.,MEWTAL.RFD.cif_1071,-19.1903371,-83.68765603,68.54698806,-22.91309618,-57.24410125
MICFOX.RFD.,MICFOX.RFD.cif_1141,-20.75971743,-84.03626119,57.6871808,-21.76272306,-68.87152088
MICGAJ.RFD.,MICGAJ.RFD.cif_382,-24.56653845,-99.01328031,97.04013304,-24.28875046,-50.82843618
MICRIC.RFD.,MICRIC.RFD.cif_991,-10.65963774,-35.99767635,26.04126464,-8.03306847,-28.64911792
MIDDEL.RFD.,MIDDEL.RFD.cif_254,-127.8322063,-77.59554891,114.2923739,-27.58093296,-118.7163142
MIHKIY.RFD.,MIHKIY.RFD.cif_546,-15.07318905,-68.93358468,79.47066508,-29.53007426,-34.06618291
MIJTOR.RFD.,MIJTOR.RFD.cif_481,-18.64561026,-67.92835096,60.49561918,-15.43711444,-41.51545648
MIJXAI.RFD.,MIJXAI.RFD.cif_521,-26.16067232,-138.0062157,125.264335,-50.74630459,-89.64885761
MILGAT.RFD.,MILGAT.RFD.cif_307,-23.16218509,-103.9527764,102.4059501,-29.04051282,-53.74952421
MIMHAV.RFD.,MIMHAV.RFD.cif_619,-12.9101388,-63.24097167,50.55118117,-13.37161913,-38.97154843
MIMWAH.RFD.,MIMWAH.RFD.cif_546,-9.47264052,-40.45877892,40.66318151,-9.74345648,-19.01169441
MIPVOW.RFD.,MIPVOW.RFD.cif_661,-19.99978474,-19.91089239,15.89925498,-4.20578005,-28.2172022
MISDIC.RFD.,MISDIC.RFD.cif_159,-22.78390858,-84.98525719,82.923522,-23.03109886,-47.87674263
MODDIU.RFD.,MODDIU.RFD.cif_212,-32.809333,-119.9246367,114.6552224,-35.27570888,-73.35445618
MOPYAR.RFD.,MOPYAR.RFD.cif_591,-22.04970538,-85.16233161,93.03453335,-30.38579594,-44.56329958
MOXHAJ.RFD.,MOXHAJ.RFD.cif_1036,-12.00581308,-48.81134425,46.34137141,-10.14325209,-24.61903801
MOXNAR.RFD.,MOXNAR.RFD.cif_227,-21.25658349,-80.51120409,83.07756064,-25.20894499,-43.89917193
MOZCOU.RFD.,MOZCOU.RFD.cif_537,-21.15227978,-79.49191877,73.80905884,-24.00118865,-50.83632836
MOZCUA01.RFD.,MOZCUA01.RFD.cif_701,-20.43962583,-76.43470887,77.65294944,-26.99879604,-46.2201813
MOZDIP.RFD.,MOZDIP.RFD.cif_467,-66.88982131,-33.85466134,59.6732213,-5.58372742,-46.65498877
MTHMAD.RFD.,MTHMAD.RFD.cif_261,-28.65395897,-109.6449213,103.935615,-37.6713308,-72.03459606
MTHMAD13.RFD.,MTHMAD13.RFD.cif_187,-30.00789783,-111.9848828,109.5716051,-38.78470705,-71.20588255
MUDKAZ.RFD.,MUDKAZ.RFD.cif_931,-7.33902423,-29.87462846,19.02289551,-5.83119664,-24.02195382
MUDSIN.RFD.,MUDSIN.RFD.cif_777,-25.28987291,-68.00604829,73.57945646,-20.41818303,-40.13464777
MUFKON.RFD.,MUFKON.RFD.cif_1362,-34.06645618,-24.20265635,65.54305413,-4.57692933,2.697012270000001
MUGMAC.RFD.,MUGMAC.RFD.cif_602,-5.31725112,-24.29927567,17.096397,-4.015233,-16.53536279
MUKRAM.RFD.,MUKRAM.RFD.cif_571,-16.60039309,-6.43169117,15.10393188,-2.85607864,-10.78423102
MUMDUU.RFD.,MUMDUU.RFD.cif_285,-18.33013235,-13.68456932,16.14175587,-3.7749093,-19.6478551
MUPPUI.RFD.,MUPPUI.RFD.cif_453,-25.3808253,-88.84693805,101.5772051,-29.92791502,-42.57847327
MUSJUF.RFD.,MUSJUF.RFD.cif_2440,-2.60000468,-16.77502138,3.0100088,-1.07717373,-17.44219099
MUYFUJ.RFD.,MUYFUJ.RFD.cif_1071,-16.7673103,-77.07289083,65.43162605,-24.52196939,-52.93054447
MUYTAC.RFD.,MUYTAC.RFD.cif_572,-18.55409329,-82.54066246,89.00513704,-24.59487113,-36.68448984
MUYZEO.RFD.,MUYZEO.RFD.cif_206,-12.07145262,-42.60309245,50.63950374,-16.23148171,-20.26652304
NABKIN.RFD.,NABKIN.RFD.cif_701,-7.87071193,-36.40961532,29.34951974,-7.56795816,-22.49876567
NACWAP.RFD.,NACWAP.RFD.cif_280,-9.3878067,-47.77539581,42.48952655,-14.65880459,-29.33248055
NADTER.RFD.,NADTER.RFD.cif_1527,-7.47466004,-27.6568812,23.58444421,-7.07759579,-18.62469282
NAJYIH.RFD.,NAJYIH.RFD.cif_1301,-7.26994756,-31.25717433,22.26611627,-5.83893605,-22.09994167
NAMZOT.RFD.,NAMZOT.RFD.cif_418,-32.34837777,-14.56288625,26.28828847,-4.23201985,-24.8549954
NAPPAW.RFD.,NAPPAW.RFD.cif_372,-8.81928719,-37.88828868,32.71727509,-8.97931959,-22.96962037
NATFEU.RFD.,NATFEU.RFD.cif_946,-10.43929237,-41.0974825,32.01292672,-9.31202558,-28.83587373
NAWYAM.RFD.,NAWYAM.RFD.cif_397,-17.08514405,-36.11931934,37.3811508,-10.3328449,-26.15615749
NAYKIL.RFD.,NAYKIL.RFD.cif_811,-8.64910573,-43.60637174,27.62266788,-7.18304392,-31.81585351
NAYSAI.RFD.,NAYSAI.RFD.cif_672,-1.10781656,-1.81235878,1.3380058,-0.27759457,-1.85976411
NEBMUE.RFD.,NEBMUE.RFD.cif_537,-20.27212663,-14.03678596,16.60229805,-3.37324716,-21.0798617
NEDROE.RFD.,NEDROE.RFD.cif_230,-24.40131954,-44.67393267,32.13107606,-9.42044688,-46.36462303
NEGXIH.RFD.,NEGXIH.RFD.cif_667,-7.78596019,-42.69550098,28.0719654,-7.29933393,-29.7088297
NEHJER.RFD.,NEHJER.RFD.cif_195,-74.26237894,-27.60041914,56.01074459,-6.23340045,-52.08545394
NEMSUT.RFD.,NEMSUT.RFD.cif_347,-15.04986541,-81.40543813,58.56240362,-15.2821809,-53.17508082
NEMTAA.RFD.,NEMTAA.RFD.cif_340,-18.93135728,-89.71444878,81.36570465,-27.83342849,-55.1135299
NEMTOO.RFD.,NEMTOO.RFD.cif_287,-66.44564002,-53.89559361,60.70277192,-13.3492054,-72.98766711
NENWAH.RFD.,NENWAH.RFD.cif_373,-21.40664968,-63.21638412,58.60573312,-21.33621688,-47.35351756
NENWEL.RFD.,NENWEL.RFD.cif_446,-20.35581144,-67.31219843,64.53194082,-22.90933576,-46.04540481
NENWEM.RFD.,NENWEM.RFD.cif_514,-25.90551179,-116.8066357,135.9878899,-53.71041562,-60.43467315
NENWIP.RFD.,NENWIP.RFD.cif_211,-27.48289898,-62.80749026,67.38220359,-18.35409996,-41.26228561
NENXIN.RFD.,NENXIN.RFD.cif_887,-23.57692412,-44.2422607,39.74727685,-12.75524924,-40.82715721
NENYAK.RFD.,NENYAK.RFD.cif_170,-26.76775246,-120.1151008,147.2223701,-51.99310018,-51.65358326
NEQRIL.RFD.,NEQRIL.RFD.cif_652,-9.81931961,-34.92860599,26.71913591,-7.91077539,-25.93956508
NERPIL.RFD.,NERPIL.RFD.cif_440,-14.07052799,-75.69039049,77.98457624,-29.6514484,-41.42779064
NESJOM.RFD.,NESJOM.RFD.cif_667,-20.78100313,-82.81785883,89.55628436,-29.05861884,-43.10119644
NESJUS.RFD.,NESJUS.RFD.cif_255,-19.14162374,-76.64333237,78.09307968,-23.75604198,-41.44791841
NESKAZ.RFD.,NESKAZ.RFD.cif_592,-23.95046197,-81.60048234,87.76642216,-28.92214339,-46.70666554
NESKIH.RFD.,NESKIH.RFD.cif_677,-23.27538262,-90.38788458,101.7992613,-34.17408613,-46.03809207
NETGEY.RFD.,NETGEY.RFD.cif_486,-9.39067947,-40.92187159,35.03187666,-10.38873412,-25.66940852
NEVKAB.RFD.,NEVKAB.RFD.cif_846,-62.74542982,-20.97468936,52.02333988,-10.02205655,-41.71883585
NEYRES.RFD.,NEYRES.RFD.cif_751,-9.62586767,-28.61189093,32.85252808,-10.76089731,-16.14612783
NIBZAM.RFD.,NIBZAM.RFD.cif_556,-66.34883958,-65.47908547,70.22387845,-15.73146918,-77.33551578
NIGNIB.RFD.,NIGNIB.RFD.cif_570,-19.97073205,-78.3198021,71.58371138,-20.26648303,-46.9733058
NIJMAX.RFD.,NIJMAX.RFD.cif_167,-95.62057464,-49.11304832,57.85732429,-13.32923396,-100.2055326
NILCET.RFD.,NILCET.RFD.cif_471,-43.52711935,-59.39863391,44.89934754,-14.51215231,-72.53855803
NIMBET.RFD.,NIMBET.RFD.cif_197,-11.14630586,-13.48894714,9.97404539,-2.63825777,-17.29946538
NINXAL.RFD.,NINXAL.RFD.cif_202,-65.36965926,-37.73566671,54.66555671,-6.53561527,-54.97538453
NIPLED.RFD.,NIPLED.RFD.cif_401,-10.65315547,-63.24691787,71.58514177,-19.14364878,-21.45858035
NIWQOC.RFD.,NIWQOC.RFD.cif_651,-82.47964852,-35.40645044,59.59801348,-13.01283012,-71.3009156
NIXFIN.RFD.,NIXFIN.RFD.cif_184,-15.76071895,-51.96375097,34.0860448,-14.59492264,-48.23334776
NIXPAL.RFD.,NIXPAL.RFD.cif_422,-22.41283506,-43.63790997,28.79490365,-9.549277,-46.80511838
NIXPEP.RFD.,NIXPEP.RFD.cif_295,-33.31319546,-31.74540095,28.63749425,-6.33349249,-42.75459465
NIYPIY.RFD.,NIYPIY.RFD.cif_786,-18.79887723,-63.80831794,50.64087085,-16.77618565,-48.74250997
NIYSAT.RFD.,NIYSAT.RFD.cif_317,-94.19778158,-42.3833966,78.85708457,-12.74911997,-70.47321358
NOHWAL.RFD.,NOHWAL.RFD.cif_412,-15.36533656,-51.40854998,38.77987721,-9.69707779,-37.69108712
NOKCUO.RFD.,NOKCUO.RFD.cif_1126,-7.91898335,-31.97727078,22.55858799,-6.80792876,-24.1455949
NOKDAV.RFD.,NOKDAV.RFD.cif_551,-10.14327947,-32.21109275,24.57155594,-6.7054806,-24.48829688
NOMYEU.RFD.,NOMYEU.RFD.cif_184,-20.26293677,-63.60174665,51.4427387,-17.66253344,-50.08447816
NOPSOA.RFD.,NOPSOA.RFD.cif_746,-19.63616509,-79.7775528,77.55440513,-29.66522692,-51.52453968
NOSMIR.RFD.,NOSMIR.RFD.cif_442,-31.70287509,-46.07939004,34.71154234,-8.3162626,-51.38698539
NOSMIR01.RFD.,NOSMIR01.RFD.cif_442,-31.70287509,-46.07938952,34.71154234,-8.31626314,-51.38698541
NOVHAJ.RFD.,NOVHAJ.RFD.cif_841,-7.40168045,-35.5905602,26.56348128,-7.81456394,-24.24332331
NOZQOL.RFD.,NOZQOL.RFD.cif_581,-21.28695915,-37.05902308,44.05960866,-8.27914199,-22.56551556
NUGRAJ.RFD.,NUGRAJ.RFD.cif_436,-82.32971397,-41.80280848,71.7601929,-13.4692539,-65.84158345
NUGREN.RFD.,NUGREN.RFD.cif_407,-82.51152442,-54.52351899,72.76419316,-15.40641014,-79.67726039
NUGZEV.RFD.,NUGZEV.RFD.cif_566,-34.46586847,-28.83031486,26.36347391,-7.30739421,-44.24010363
NUGZOF.RFD.,NUGZOF.RFD.cif_421,-66.86152447,-36.84921192,53.58505995,-7.76451838,-57.89019482
NUHXUJ.RFD.,NUHXUJ.RFD.cif_346,-20.7099142,-116.0037342,101.4169777,-41.01164349,-76.30831425
NUHYEU.RFD.,NUHYEU.RFD.cif_901,-9.25415291,-32.58445391,16.20280131,-5.81586186,-31.45166737
NUHYOE.RFD.,NUHYOE.RFD.cif_576,-22.7844214,-135.4513263,121.9908308,-59.80918719,-96.05410407
NUHYUK.RFD.,NUHYUK.RFD.cif_662,-21.92817079,-121.2616486,122.0061456,-49.73790725,-70.92158104
NUJCAY.RFD.,NUJCAY.RFD.cif_277,-17.58607112,-54.77867495,53.7629584,-16.09579343,-34.6975811
NUJDOM.RFD.,NUJDOM.RFD.cif_223,-15.22507576,-67.56665504,51.95638412,-15.01073208,-45.84607876
NUJJOU.RFD.,NUJJOU.RFD.cif_566,-21.97369954,-77.27260533,56.6204825,-23.93295273,-66.5587751
NUJKAH.RFD.,NUJKAH.RFD.cif_816,-29.99556919,-88.83796681,85.29848075,-35.46698158,-69.00203683
NUJKEL.RFD.,NUJKEL.RFD.cif_346,-20.88207737,-71.03514665,52.18050483,-19.09567701,-58.8323962
NUJLAI.RFD.,NUJLAI.RFD.cif_602,-22.86223584,-64.66440239,53.05471341,-16.00693269,-50.47885751
NULCII.RFD.,NULCII.RFD.cif_1026,-14.41535831,-49.29953958,58.19847886,-16.68388881,-22.20030784
NUMYEC.RFD.,NUMYEC.RFD.cif_536,-21.59809836,-31.52684444,23.41696927,-5.74477626,-35.45274979
NUQXAZ.RFD.,NUQXAZ.RFD.cif_393,-11.53449308,-47.23857927,43.10256277,-8.7988188,-24.46932838
NURAMH.RFD.,NURAMH.RFD.cif_546,-7.7320094,-49.62071233,26.61139278,-7.1569745,-37.89830345
NURYUV.RFD.,NURYUV.RFD.cif_178,-19.06513386,-69.86147059,65.74482498,-18.28559967,-41.46737914
NUSLUK.RFD.,NUSLUK.RFD.cif_269,-96.56928035,-78.77010187,103.5043024,-23.93543724,-95.77051702
NUSMEV.RFD.,NUSMEV.RFD.cif_1192,-9.73318095,-50.05109705,45.03114483,-12.04805653,-26.8011897
NUVSAB.RFD.,NUVSAB.RFD.cif_382,-29.72452236,-102.9024931,94.35687063,-23.79737633,-62.06752116
NUXBAL.RFD.,NUXBAL.RFD.cif_161,-112.3020831,-72.08503757,95.22741649,-21.73249683,-110.892201
OBAWUM.RFD.,OBAWUM.RFD.cif_1327,-20.88917426,-78.87057494,85.88551283,-20.78485087,-34.65908724
OBOWUB.RFD.,OBOWUB.RFD.cif_736,-9.88875491,-39.09487477,36.37339366,-9.84209683,-22.45233285
OBUCAR.RFD.,OBUCAR.RFD.cif_672,-5.75561896,-27.05121862,20.39822245,-4.88458235,-17.29319748
OBUCIA.RFD.,OBUCIA.RFD.cif_367,-9.80776767,-45.29103652,40.28762595,-10.13689454,-24.94807278
OBUCOG.RFD.,OBUCOG.RFD.cif_462,-10.71928687,-51.74084843,45.78788254,-12.2702606,-28.94251336
OCARUJ.RFD.,OCARUJ.RFD.cif_370,-22.32036852,-82.97563677,55.77605243,-19.23377624,-68.7537291
OCIJUG.RFD.,OCIJUG.RFD.cif_578,-17.03386043,-81.50088048,70.82817706,-23.11109763,-50.81766148
OCIPOG.RFD.,OCIPOG.RFD.cif_157,-21.97624327,-115.1641082,113.1455733,-40.12085437,-64.11563252
OCIPUM.RFD.,OCIPUM.RFD.cif_408,-21.15005897,-106.0997412,100.3785276,-33.21477124,-60.08604379
OCIQAT.RFD.,OCIQAT.RFD.cif_428,-22.9777932,-114.5481508,111.6042704,-38.38460125,-64.30627483
ODABIH.RFD.,ODABIH.RFD.cif_722,-7.40976427,-23.91566016,15.90105689,-5.1673231,-20.59169064
ODAMAI.RFD.,ODAMAI.RFD.cif_1161,-7.13873142,-31.21225118,18.65422006,-6.32583073,-26.02259327
ODIJUK.RFD.,ODIJUK.RFD.cif_377,-24.05679547,-84.9616095,89.97468393,-23.33313361,-42.37685465
OGEMUM.RFD.,OGEMUM.RFD.cif_555,-18.01366081,-70.55608538,64.39802253,-15.70757345,-39.87929711
OGISON.RFD.,OGISON.RFD.cif_233,-7.3666383,-37.4133564,29.6356248,-8.96929962,-24.11366952
OGIYIO.RFD.,OGIYIO.RFD.cif_522,-17.03853992,-44.37843143,37.75050407,-11.59568547,-35.26215275
OGIYOU.RFD.,OGIYOU.RFD.cif_323,-17.2257992,-47.31520957,45.0487716,-14.60845368,-34.10069085
OHIJEX.RFD.,OHIJEX.RFD.cif_776,-19.45570303,-82.92291359,87.26453767,-29.21501463,-44.32909358
OHIQUS.RFD.,OHIQUS.RFD.cif_189,-79.08608475,-53.25660124,71.57427763,-17.00556872,-77.77397708
OHOYES.RFD.,OHOYES.RFD.cif_472,-14.41586938,-43.06205546,42.31743352,-9.71658875,-24.87708007
OJOBIB.RFD.,OJOBIB.RFD.cif_409,-101.8272511,-51.13592023,92.26933635,-18.67401992,-79.36785491
